pickup_hour_timestamp,origin_loc_id,zone_name,horizon_h,predicted_demand,predicted_demand_rounded
2026-04-01 04:00:00,186,Penn Station/Madison Sq West,5,10.370397035436714,10
2026-04-01 04:00:00,162,Midtown East,5,9.237155929137225,9
2026-04-01 04:00:00,230,Times Sq/Theatre District,5,18.159298940107828,18
2026-04-01 04:00:00,142,Lincoln Square East,5,6.571273855653021,7
2026-04-01 04:00:00,138,LaGuardia Airport,5,7.123887768952204,7
2026-04-01 04:00:00,170,Murray Hill,5,5.92863549701151,6
2026-04-01 05:00:00,237,Upper East Side South,6,17.677510451833975,18
2026-04-01 05:00:00,132,JFK Airport,6,46.234959421178175,46
2026-04-01 05:00:00,161,Midtown Center,6,17.06506139315843,17
2026-04-01 05:00:00,236,Upper East Side North,6,21.18154431634357,21
2026-04-01 05:00:00,186,Penn Station/Madison Sq West,6,40.88270077885238,41
2026-04-01 05:00:00,162,Midtown East,6,20.99093387708738,21
2026-04-01 05:00:00,230,Times Sq/Theatre District,6,23.452237424158238,23
2026-04-01 05:00:00,142,Lincoln Square East,6,11.83725193059338,12
2026-04-01 05:00:00,138,LaGuardia Airport,6,6.814103024043494,7
2026-04-01 05:00:00,170,Murray Hill,6,15.955076006264107,16
2026-04-01 06:00:00,237,Upper East Side South,7,45.03359950884469,45
2026-04-01 06:00:00,132,JFK Airport,7,115.59412226396299,116
2026-04-01 06:00:00,161,Midtown Center,7,48.32358975126397,48
2026-04-01 06:00:00,236,Upper East Side North,7,69.16460437421976,69
2026-04-01 06:00:00,186,Penn Station/Madison Sq West,7,112.58068377192534,113
2026-04-01 06:00:00,162,Midtown East,7,66.4952826070131,66
2026-04-01 06:00:00,230,Times Sq/Theatre District,7,44.97357495431665,45
2026-04-01 06:00:00,142,Lincoln Square East,7,40.292641904696254,40
2026-04-01 06:00:00,138,LaGuardia Airport,7,13.647602229559652,14
2026-04-01 06:00:00,170,Murray Hill,7,48.80184089401214,49
2026-04-01 07:00:00,237,Upper East Side South,8,139.8239351113999,140
2026-04-01 07:00:00,132,JFK Airport,8,161.18118368887272,161
2026-04-01 07:00:00,161,Midtown Center,8,103.99521803885256,104
2026-04-01 07:00:00,236,Upper East Side North,8,207.21484525240638,207
2026-04-01 07:00:00,186,Penn Station/Madison Sq West,8,196.24021804823963,196
2026-04-01 07:00:00,162,Midtown East,8,137.21804981540566,137
2026-04-01 07:00:00,230,Times Sq/Theatre District,8,84.74682532793634,85
2026-04-01 07:00:00,142,Lincoln Square East,8,101.21275066417142,101
2026-04-01 07:00:00,138,LaGuardia Airport,8,44.83016661970767,45
2026-04-01 07:00:00,170,Murray Hill,8,105.72962496028663,106
2026-04-01 08:00:00,237,Upper East Side South,9,249.63658833403466,250
2026-04-01 08:00:00,132,JFK Airport,9,152.43123706195985,152
2026-04-01 08:00:00,161,Midtown Center,9,161.9609755145213,162
2026-04-01 08:00:00,236,Upper East Side North,9,323.47654295359825,323
2026-04-01 08:00:00,186,Penn Station/Madison Sq West,9,270.19252498453756,270
2026-04-01 08:00:00,162,Midtown East,9,180.51524820152792,181
2026-04-01 08:00:00,230,Times Sq/Theatre District,9,121.66624256253019,122
2026-04-01 08:00:00,142,Lincoln Square East,9,168.56489405126115,169
2026-04-01 08:00:00,138,LaGuardia Airport,9,75.97131787233987,76
2026-04-01 08:00:00,170,Murray Hill,9,168.69843361301022,169
2026-04-01 09:00:00,237,Upper East Side South,10,295.8440955537503,296
2026-04-01 09:00:00,132,JFK Airport,10,118.1018415942109,118
2026-04-01 09:00:00,161,Midtown Center,10,183.3758107103894,183
2026-04-01 09:00:00,236,Upper East Side North,10,340.24221415919857,340
2026-04-01 09:00:00,186,Penn Station/Madison Sq West,10,285.4946216223071,285
2026-04-01 09:00:00,162,Midtown East,10,198.01349908350474,198
2026-04-01 09:00:00,230,Times Sq/Theatre District,10,147.21418838899106,147
2026-04-01 09:00:00,142,Lincoln Square East,10,177.87183652919822,178
2026-04-01 09:00:00,138,LaGuardia Airport,10,110.29301488076423,110
2026-04-01 09:00:00,170,Murray Hill,10,191.3869956885927,191
2026-04-01 10:00:00,237,Upper East Side South,11,303.98369275023043,304
2026-04-01 10:00:00,132,JFK Airport,11,115.8551177812294,116
2026-04-01 10:00:00,161,Midtown Center,11,204.66186945752312,205
2026-04-01 10:00:00,236,Upper East Side North,11,321.39700644512305,321
2026-04-01 10:00:00,186,Penn Station/Madison Sq West,11,241.33349530504566,241
2026-04-01 10:00:00,162,Midtown East,11,195.30292394073604,195
2026-04-01 10:00:00,230,Times Sq/Theatre District,11,147.5168615723381,148
2026-04-01 10:00:00,142,Lincoln Square East,11,176.95676433229795,177
2026-04-01 10:00:00,138,LaGuardia Airport,11,115.14116428719552,115
2026-04-01 10:00:00,170,Murray Hill,11,185.21639960604804,185
2026-04-01 11:00:00,237,Upper East Side South,12,320.8315945742929,321
2026-04-01 11:00:00,132,JFK Airport,12,127.94678013196804,128
2026-04-01 11:00:00,161,Midtown Center,12,258.623526759917,259
2026-04-01 11:00:00,236,Upper East Side North,12,306.2169660905499,306
2026-04-01 11:00:00,186,Penn Station/Madison Sq West,12,257.3427622378561,257
2026-04-01 11:00:00,162,Midtown East,12,207.43561834915968,207
2026-04-01 11:00:00,230,Times Sq/Theatre District,12,151.75431214370366,152
2026-04-01 11:00:00,142,Lincoln Square East,12,183.08337877073905,183
2026-04-01 11:00:00,138,LaGuardia Airport,12,117.8171485122407,118
2026-04-01 11:00:00,170,Murray Hill,12,186.72536111440607,187
2026-04-01 12:00:00,237,Upper East Side South,13,368.00528352744436,368
2026-04-01 12:00:00,132,JFK Airport,13,144.12292548965857,144
2026-04-01 12:00:00,161,Midtown Center,13,292.28163634197955,292
2026-04-01 12:00:00,236,Upper East Side North,13,360.07168171091325,360
2026-04-01 12:00:00,186,Penn Station/Madison Sq West,13,213.85244406661187,214
2026-04-01 12:00:00,162,Midtown East,13,213.09935976314085,213
2026-04-01 12:00:00,230,Times Sq/Theatre District,13,157.6127756135227,158
2026-04-01 12:00:00,142,Lincoln Square East,13,184.13904060125014,184
2026-04-01 12:00:00,138,LaGuardia Airport,13,126.90895628823594,127
2026-04-01 12:00:00,170,Murray Hill,13,211.6241457597776,212
2026-04-01 13:00:00,237,Upper East Side South,14,404.5571550740656,405
2026-04-01 13:00:00,132,JFK Airport,14,184.84585247062356,185
2026-04-01 13:00:00,161,Midtown Center,14,331.6911855129473,332
2026-04-01 13:00:00,236,Upper East Side North,14,329.61978403154916,330
2026-04-01 13:00:00,186,Penn Station/Madison Sq West,14,216.2302416819968,216
2026-04-01 13:00:00,162,Midtown East,14,225.36354863802893,225
2026-04-01 13:00:00,230,Times Sq/Theatre District,14,160.99665717525266,161
2026-04-01 13:00:00,142,Lincoln Square East,14,197.90090258547923,198
2026-04-01 13:00:00,138,LaGuardia Airport,14,129.40687233918956,129
2026-04-01 13:00:00,170,Murray Hill,14,203.77241310100865,204
2026-04-01 14:00:00,237,Upper East Side South,15,442.4266519535747,442
2026-04-01 14:00:00,132,JFK Airport,15,257.3336576413296,257
2026-04-01 14:00:00,161,Midtown Center,15,359.29375288955663,359
2026-04-01 14:00:00,236,Upper East Side North,15,334.8035752872161,335
2026-04-01 14:00:00,186,Penn Station/Madison Sq West,15,186.41042659275405,186
2026-04-01 14:00:00,162,Midtown East,15,239.80805768137702,240
2026-04-01 14:00:00,230,Times Sq/Theatre District,15,167.48479233559556,167
2026-04-01 14:00:00,142,Lincoln Square East,15,195.8760830536791,196
2026-04-01 14:00:00,138,LaGuardia Airport,15,148.00516060002033,148
2026-04-01 14:00:00,170,Murray Hill,15,203.6965110667924,204
2026-04-01 15:00:00,237,Upper East Side South,16,443.5541243671331,444
2026-04-01 15:00:00,132,JFK Airport,16,339.08487468094233,339
2026-04-01 15:00:00,161,Midtown Center,16,380.0795414432153,380
2026-04-01 15:00:00,236,Upper East Side North,16,344.5824925207122,345
2026-04-01 15:00:00,186,Penn Station/Madison Sq West,16,196.39467927621644,196
2026-04-01 15:00:00,162,Midtown East,16,245.8060571917805,246
2026-04-01 15:00:00,230,Times Sq/Theatre District,16,191.70755982641631,192
2026-04-01 15:00:00,142,Lincoln Square East,16,205.15105600527195,205
2026-04-01 15:00:00,138,LaGuardia Airport,16,186.2657528269638,186
2026-04-01 15:00:00,170,Murray Hill,16,205.70427947059153,206
2026-04-01 16:00:00,237,Upper East Side South,17,425.9065115049355,426
2026-04-01 16:00:00,132,JFK Airport,17,373.9643266496783,374
2026-04-01 16:00:00,161,Midtown Center,17,427.03036412360734,427
2026-04-01 16:00:00,236,Upper East Side North,17,317.2654207817447,317
2026-04-01 16:00:00,186,Penn Station/Madison Sq West,17,194.67066157422462,195
2026-04-01 16:00:00,162,Midtown East,17,288.96897252552634,289
2026-04-01 16:00:00,230,Times Sq/Theatre District,17,242.09487294030473,242
2026-04-01 16:00:00,142,Lincoln Square East,17,192.4198964983797,192
2026-04-01 16:00:00,138,LaGuardia Airport,17,185.17822600788276,185
2026-04-01 16:00:00,170,Murray Hill,17,217.34710131409764,217
2026-04-01 17:00:00,237,Upper East Side South,18,436.53532166084585,437
2026-04-01 17:00:00,132,JFK Airport,18,341.16406931653376,341
2026-04-01 17:00:00,161,Midtown Center,18,497.76437938648155,498
2026-04-01 17:00:00,236,Upper East Side North,18,341.45468137095526,341
2026-04-01 17:00:00,186,Penn Station/Madison Sq West,18,212.80488344453806,213
2026-04-01 17:00:00,162,Midtown East,18,379.3869500397305,379
2026-04-01 17:00:00,230,Times Sq/Theatre District,18,272.4583665344502,272
2026-04-01 17:00:00,142,Lincoln Square East,18,219.70868908103284,220
2026-04-01 17:00:00,138,LaGuardia Airport,18,184.83399033764107,185
2026-04-01 17:00:00,170,Murray Hill,18,260.8499748461389,261
2026-04-01 18:00:00,237,Upper East Side South,19,416.94726430002663,417
2026-04-01 18:00:00,132,JFK Airport,19,306.4773564883612,306
2026-04-01 18:00:00,161,Midtown Center,19,560.7943115575597,561
2026-04-01 18:00:00,236,Upper East Side North,19,328.46721954696943,328
2026-04-01 18:00:00,186,Penn Station/Madison Sq West,19,209.99968670862427,210
2026-04-01 18:00:00,162,Midtown East,19,391.33542295780535,391
2026-04-01 18:00:00,230,Times Sq/Theatre District,19,285.815577778934,286
2026-04-01 18:00:00,142,Lincoln Square East,19,249.7734176566974,250
2026-04-01 18:00:00,138,LaGuardia Airport,19,181.94522513309278,182
2026-04-01 18:00:00,170,Murray Hill,19,276.33331439476024,276
2026-04-01 19:00:00,237,Upper East Side South,20,361.03466072348414,361
2026-04-01 19:00:00,132,JFK Airport,20,323.2237020688858,323
2026-04-01 19:00:00,161,Midtown Center,20,519.6917390992919,520
2026-04-01 19:00:00,236,Upper East Side North,20,239.61996988400978,240
2026-04-01 19:00:00,186,Penn Station/Madison Sq West,20,198.62247569624836,199
2026-04-01 19:00:00,162,Midtown East,20,374.1776133839029,374
2026-04-01 19:00:00,230,Times Sq/Theatre District,20,265.87753926584935,266
2026-04-01 19:00:00,142,Lincoln Square East,20,217.02224865578998,217
2026-04-01 19:00:00,138,LaGuardia Airport,20,198.15956892680634,198
2026-04-01 19:00:00,170,Murray Hill,20,244.62200069944527,245
2026-04-01 20:00:00,237,Upper East Side South,21,342.9111301616217,343
2026-04-01 20:00:00,132,JFK Airport,21,368.6773739618273,369
2026-04-01 20:00:00,161,Midtown Center,21,585.5760204446027,586
2026-04-01 20:00:00,236,Upper East Side North,21,202.60178073561772,203
2026-04-01 20:00:00,186,Penn Station/Madison Sq West,21,175.79931213869824,176
2026-04-01 20:00:00,162,Midtown East,21,359.70838746250854,360
2026-04-01 20:00:00,230,Times Sq/Theatre District,21,323.2462920660247,323
2026-04-01 20:00:00,142,Lincoln Square East,21,225.57929586087116,226
2026-04-01 20:00:00,138,LaGuardia Airport,21,166.65067767712418,167
2026-04-01 20:00:00,170,Murray Hill,21,231.12034222836334,231
2026-04-01 21:00:00,237,Upper East Side South,22,338.16540454879896,338
2026-04-01 21:00:00,132,JFK Airport,22,368.83144670578065,369
2026-04-01 21:00:00,161,Midtown Center,22,624.9478388965254,625
2026-04-01 21:00:00,236,Upper East Side North,22,180.00826971998399,180
2026-04-01 21:00:00,186,Penn Station/Madison Sq West,22,194.869021039628,195
2026-04-01 21:00:00,162,Midtown East,22,310.47931374672737,310
2026-04-01 21:00:00,230,Times Sq/Theatre District,22,510.369784620421,510
2026-04-01 21:00:00,142,Lincoln Square East,22,284.63950218119305,285
2026-04-01 21:00:00,138,LaGuardia Airport,22,163.64026753410334,164
2026-04-01 21:00:00,170,Murray Hill,22,222.96052025755267,223
2026-04-01 22:00:00,237,Upper East Side South,23,230.6984777367834,231
2026-04-01 22:00:00,132,JFK Airport,23,359.577456082839,360
2026-04-01 22:00:00,161,Midtown Center,23,408.0496130536286,408
2026-04-01 22:00:00,236,Upper East Side North,23,99.87832397257782,100
2026-04-01 22:00:00,186,Penn Station/Madison Sq West,23,219.89814173305348,220
2026-04-01 22:00:00,162,Midtown East,23,193.98037187023584,194
2026-04-01 22:00:00,230,Times Sq/Theatre District,23,487.9721519147161,488
2026-04-01 22:00:00,142,Lincoln Square East,23,250.73299260560626,251
2026-04-01 22:00:00,138,LaGuardia Airport,23,141.71975803721222,142
2026-04-01 22:00:00,170,Murray Hill,23,175.17247233603354,175
2026-04-01 23:00:00,237,Upper East Side South,24,111.51265970946521,112
2026-04-01 23:00:00,132,JFK Airport,24,319.25462066347757,319
2026-04-01 23:00:00,161,Midtown Center,24,185.6647674822394,186
2026-04-01 23:00:00,236,Upper East Side North,24,48.09136806516558,48
2026-04-01 23:00:00,186,Penn Station/Madison Sq West,24,158.9827942465983,159
2026-04-01 23:00:00,162,Midtown East,24,102.25457107072354,102
2026-04-01 23:00:00,230,Times Sq/Theatre District,24,225.70966463493397,226
2026-04-01 23:00:00,142,Lincoln Square East,24,224.68184070147532,225
2026-04-01 23:00:00,138,LaGuardia Airport,24,143.85016469770815,144
2026-04-01 23:00:00,170,Murray Hill,24,105.35601404979931,105
2026-04-02 00:00:00,237,Upper East Side South,25,54.20016737228084,54
2026-04-02 00:00:00,132,JFK Airport,25,211.50217233357904,212
2026-04-02 00:00:00,161,Midtown Center,25,80.60445242512786,81
2026-04-02 00:00:00,236,Upper East Side North,25,23.11911624415625,23
2026-04-02 00:00:00,186,Penn Station/Madison Sq West,25,115.14187203158545,115
2026-04-02 00:00:00,162,Midtown East,25,55.825687453064596,56
2026-04-02 00:00:00,230,Times Sq/Theatre District,25,110.59078270025051,111
2026-04-02 00:00:00,142,Lincoln Square East,25,123.48915686102373,123
2026-04-02 00:00:00,138,LaGuardia Airport,25,121.83259473070116,122
2026-04-02 00:00:00,170,Murray Hill,25,53.788704115920865,54
2026-04-02 01:00:00,237,Upper East Side South,26,24.13784710333389,24
2026-04-02 01:00:00,132,JFK Airport,26,120.57540416451707,121
2026-04-02 01:00:00,161,Midtown Center,26,39.140545255407275,39
2026-04-02 01:00:00,236,Upper East Side North,26,11.23086251290797,11
2026-04-02 01:00:00,186,Penn Station/Madison Sq West,26,67.61638748764226,68
2026-04-02 01:00:00,162,Midtown East,26,30.5645202478333,31
2026-04-02 01:00:00,230,Times Sq/Theatre District,26,48.78300532392964,49
2026-04-02 01:00:00,142,Lincoln Square East,26,41.451193490863375,41
2026-04-02 01:00:00,138,LaGuardia Airport,26,55.59223281310526,56
2026-04-02 01:00:00,170,Murray Hill,26,29.007368599786176,29
2026-04-02 02:00:00,237,Upper East Side South,27,10.804097719914306,11
2026-04-02 02:00:00,132,JFK Airport,27,43.2710125712319,43
2026-04-02 02:00:00,161,Midtown Center,27,15.07889340330455,15
2026-04-02 02:00:00,236,Upper East Side North,27,6.0232687943338306,6
2026-04-02 02:00:00,186,Penn Station/Madison Sq West,27,27.144924604350216,27
2026-04-02 02:00:00,162,Midtown East,27,14.685465611513587,15
2026-04-02 02:00:00,230,Times Sq/Theatre District,27,28.29273007086231,28
2026-04-02 02:00:00,142,Lincoln Square East,27,18.500906556813405,19
2026-04-02 02:00:00,138,LaGuardia Airport,27,28.98886244019843,29
2026-04-02 02:00:00,170,Murray Hill,27,15.520425769235294,16
2026-04-02 03:00:00,237,Upper East Side South,28,6.534711006368366,7
2026-04-02 03:00:00,132,JFK Airport,28,21.039297563278886,21
2026-04-02 03:00:00,161,Midtown Center,28,8.00664052443194,8
2026-04-02 03:00:00,236,Upper East Side North,28,4.080127993481369,4
2026-04-02 03:00:00,186,Penn Station/Madison Sq West,28,14.005178966135624,14
2026-04-02 03:00:00,162,Midtown East,28,7.52849108868927,8
2026-04-02 03:00:00,230,Times Sq/Theatre District,28,18.526204519946145,19
2026-04-02 03:00:00,142,Lincoln Square East,28,7.22261138372528,7
2026-04-02 03:00:00,138,LaGuardia Airport,28,11.992330449811972,12
2026-04-02 03:00:00,170,Murray Hill,28,10.188879726878644,10
2026-04-02 04:00:00,237,Upper East Side South,29,8.751851172598503,9
2026-04-02 04:00:00,132,JFK Airport,29,16.449932091944493,16
2026-04-02 04:00:00,161,Midtown Center,29,15.397821627698658,15
2026-04-02 04:00:00,236,Upper East Side North,29,9.403817952298596,9
2026-04-02 04:00:00,186,Penn Station/Madison Sq West,29,13.958992032564833,14
2026-04-02 04:00:00,162,Midtown East,29,11.994242586487985,12
2026-04-02 04:00:00,230,Times Sq/Theatre District,29,20.738459670457814,21
2026-04-02 04:00:00,142,Lincoln Square East,29,8.480823379838284,8
2026-04-02 04:00:00,138,LaGuardia Airport,29,6.869302221761973,7
2026-04-02 04:00:00,170,Murray Hill,29,7.942010020969951,8
2026-04-02 05:00:00,237,Upper East Side South,30,17.616411413151013,18
2026-04-02 05:00:00,132,JFK Airport,30,40.02018978949961,40
2026-04-02 05:00:00,161,Midtown Center,30,21.119217185130083,21
2026-04-02 05:00:00,236,Upper East Side North,30,20.42261491731699,20
2026-04-02 05:00:00,186,Penn Station/Madison Sq West,30,49.403410107083666,49
2026-04-02 05:00:00,162,Midtown East,30,24.14234081968482,24
2026-04-02 05:00:00,230,Times Sq/Theatre District,30,24.381545475716756,24
2026-04-02 05:00:00,142,Lincoln Square East,30,17.598368009028626,18
2026-04-02 05:00:00,138,LaGuardia Airport,30,8.558210592647333,9
2026-04-02 05:00:00,170,Murray Hill,30,20.292483299902575,20
2026-04-02 06:00:00,237,Upper East Side South,31,46.58794081636047,47
2026-04-02 06:00:00,132,JFK Airport,31,98.6032989603383,99
2026-04-02 06:00:00,161,Midtown Center,31,51.045643649185834,51
2026-04-02 06:00:00,236,Upper East Side North,31,72.40698081204373,72
2026-04-02 06:00:00,186,Penn Station/Madison Sq West,31,118.06068430782923,118
2026-04-02 06:00:00,162,Midtown East,31,75.7192160203848,76
2026-04-02 06:00:00,230,Times Sq/Theatre District,31,40.639378933414854,41
2026-04-02 06:00:00,142,Lincoln Square East,31,41.49966643345679,41
2026-04-02 06:00:00,138,LaGuardia Airport,31,19.70327631322036,20
2026-04-02 06:00:00,170,Murray Hill,31,50.081818816985354,50
2026-04-02 07:00:00,237,Upper East Side South,32,135.3707950174708,135
2026-04-02 07:00:00,132,JFK Airport,32,153.63474789491488,154
2026-04-02 07:00:00,161,Midtown Center,32,91.74760421611815,92
2026-04-02 07:00:00,236,Upper East Side North,32,185.10586091201355,185
2026-04-02 07:00:00,186,Penn Station/Madison Sq West,32,205.76029247098586,206
2026-04-02 07:00:00,162,Midtown East,32,136.533391389213,137
2026-04-02 07:00:00,230,Times Sq/Theatre District,32,86.08195001991264,86
2026-04-02 07:00:00,142,Lincoln Square East,32,104.24138213391751,104
2026-04-02 07:00:00,138,LaGuardia Airport,32,52.103432741975695,52
2026-04-02 07:00:00,170,Murray Hill,32,111.7928238079313,112
2026-04-02 08:00:00,237,Upper East Side South,33,223.58572665669482,224
2026-04-02 08:00:00,132,JFK Airport,33,133.4873769010194,133
2026-04-02 08:00:00,161,Midtown Center,33,151.1706459947232,151
2026-04-02 08:00:00,236,Upper East Side North,33,290.98199781217266,291
2026-04-02 08:00:00,186,Penn Station/Madison Sq West,33,264.41898344907605,264
2026-04-02 08:00:00,162,Midtown East,33,191.38294949861285,191
2026-04-02 08:00:00,230,Times Sq/Theatre District,33,132.72808244091803,133
2026-04-02 08:00:00,142,Lincoln Square East,33,165.37662481750428,165
2026-04-02 08:00:00,138,LaGuardia Airport,33,66.9256838244063,67
2026-04-02 08:00:00,170,Murray Hill,33,160.7426805093582,161
2026-04-02 09:00:00,237,Upper East Side South,34,280.59935110841496,281
2026-04-02 09:00:00,132,JFK Airport,34,117.7633622037448,118
2026-04-02 09:00:00,161,Midtown Center,34,190.50144571434464,191
2026-04-02 09:00:00,236,Upper East Side North,34,323.55077830291475,324
2026-04-02 09:00:00,186,Penn Station/Madison Sq West,34,263.57374488992116,264
2026-04-02 09:00:00,162,Midtown East,34,190.11282703598278,190
2026-04-02 09:00:00,230,Times Sq/Theatre District,34,157.0282955003674,157
2026-04-02 09:00:00,142,Lincoln Square East,34,172.08148410375532,172
2026-04-02 09:00:00,138,LaGuardia Airport,34,100.18217680430155,100
2026-04-02 09:00:00,170,Murray Hill,34,182.00729711326593,182
2026-04-02 10:00:00,237,Upper East Side South,35,300.78362713223646,301
2026-04-02 10:00:00,132,JFK Airport,35,117.86960884226062,118
2026-04-02 10:00:00,161,Midtown Center,35,229.17332558284812,229
2026-04-02 10:00:00,236,Upper East Side North,35,322.1035442279561,322
2026-04-02 10:00:00,186,Penn Station/Madison Sq West,35,244.64067250354822,245
2026-04-02 10:00:00,162,Midtown East,35,194.56968895923373,195
2026-04-02 10:00:00,230,Times Sq/Theatre District,35,160.74827803252143,161
2026-04-02 10:00:00,142,Lincoln Square East,35,176.4710299869516,176
2026-04-02 10:00:00,138,LaGuardia Airport,35,115.95282797311249,116
2026-04-02 10:00:00,170,Murray Hill,35,183.27445793091078,183
2026-04-02 11:00:00,237,Upper East Side South,36,327.77005957188175,328
2026-04-02 11:00:00,132,JFK Airport,36,128.94750778844303,129
2026-04-02 11:00:00,161,Midtown Center,36,260.32656461442593,260
2026-04-02 11:00:00,236,Upper East Side North,36,322.26086567255095,322
2026-04-02 11:00:00,186,Penn Station/Madison Sq West,36,256.3649566959921,256
2026-04-02 11:00:00,162,Midtown East,36,209.3689581642277,209
2026-04-02 11:00:00,230,Times Sq/Theatre District,36,160.46969473713438,160
2026-04-02 11:00:00,142,Lincoln Square East,36,195.0445695882725,195
2026-04-02 11:00:00,138,LaGuardia Airport,36,120.46968337033388,120
2026-04-02 11:00:00,170,Murray Hill,36,181.4892326779483,181
2026-04-02 12:00:00,237,Upper East Side South,37,363.84171990745006,364
2026-04-02 12:00:00,132,JFK Airport,37,133.7246265630012,134
2026-04-02 12:00:00,161,Midtown Center,37,316.80918236687234,317
2026-04-02 12:00:00,236,Upper East Side North,37,344.6797882253139,345
2026-04-02 12:00:00,186,Penn Station/Madison Sq West,37,215.74950293291286,216
2026-04-02 12:00:00,162,Midtown East,37,222.7700466123428,223
2026-04-02 12:00:00,230,Times Sq/Theatre District,37,163.9744331593907,164
2026-04-02 12:00:00,142,Lincoln Square East,37,200.20226443968986,200
2026-04-02 12:00:00,138,LaGuardia Airport,37,136.66685642061532,137
2026-04-02 12:00:00,170,Murray Hill,37,199.54255775047275,200
2026-04-02 13:00:00,237,Upper East Side South,38,386.4188686756346,386
2026-04-02 13:00:00,132,JFK Airport,38,190.13960001027397,190
2026-04-02 13:00:00,161,Midtown Center,38,346.11708484501423,346
2026-04-02 13:00:00,236,Upper East Side North,38,329.68713725920867,330
2026-04-02 13:00:00,186,Penn Station/Madison Sq West,38,224.60295450354474,225
2026-04-02 13:00:00,162,Midtown East,38,224.4667463700373,224
2026-04-02 13:00:00,230,Times Sq/Theatre District,38,161.39108759042864,161
2026-04-02 13:00:00,142,Lincoln Square East,38,192.3866803931408,192
2026-04-02 13:00:00,138,LaGuardia Airport,38,141.0197202756148,141
2026-04-02 13:00:00,170,Murray Hill,38,205.64019541367628,206
2026-04-02 14:00:00,237,Upper East Side South,39,426.09615267921777,426
2026-04-02 14:00:00,132,JFK Airport,39,247.6990788426067,248
2026-04-02 14:00:00,161,Midtown Center,39,388.85400907470324,389
2026-04-02 14:00:00,236,Upper East Side North,39,341.90641045747924,342
2026-04-02 14:00:00,186,Penn Station/Madison Sq West,39,199.33303087159678,199
2026-04-02 14:00:00,162,Midtown East,39,246.73233433088487,247
2026-04-02 14:00:00,230,Times Sq/Theatre District,39,172.9892786386975,173
2026-04-02 14:00:00,142,Lincoln Square East,39,200.0260338026014,200
